,M
67962,-2124
67963,-2062
67964,-2246
67965,-2590
67966,-2803
67967,-2374
67968,-1764
67969,-1378
67970,-1550
67971,-2152
67972,-2765
67973,-2644
67974,-1900
67975,-1002
67976,-755
67977,-1143
67978,-1315
67979,-1350
67980,-814
67981,-207
67982,-82
67983,-275
67984,-425
67985,72
67986,606
67987,1126
67988,1610
67989,1692
67990,1802
67991,1870
67992,1783
67993,1912
67994,1424
67995,361
67996,-666
67997,-1762
67998,-1736
67999,-2048
68000,-2680
68001,-2715
68002,-1912
68003,-600
68004,766
68005,1424
68006,1117
68007,484
68008,-337
68009,-509
68010,-595
68011,-1021
68012,-2388
68013,-3536
68014,-4062
68015,-4287
68016,-3780
68017,-3523
68018,-3510
68019,-2996
68020,-1977
68021,-326
68022,1260
68023,2339
68024,3100
68025,3063
68026,2897
68027,2275
68028,1601
68029,1022
68030,1139
68031,1688
68032,1917
68033,2589
68034,2955
68035,3233
68036,3438
68037,3700
68038,3852
68039,3896
68040,3956
68041,3980
68042,4003
68043,3749
68044,3208
68045,3242
68046,3491
68047,3762
68048,3762
68049,3578
68050,3924
68051,4943
68052,5742
68053,5804
68054,5575
68055,5030
68056,5353
68057,5723
68058,5838
68059,5283
68060,4690
68061,4240
68062,4141
68063,4127
68064,4252
68065,4082
68066,3453
68067,2509
68068,1671
68069,1843
68070,2127
68071,2254
68072,1878
68073,2351
68074,3277
68075,4303
68076,4831
68077,4498
68078,4019
68079,3463
68080,3071
68081,2387
68082,1631
68083,1130
68084,946
68085,785
68086,498
68087,393
68088,129
68089,238
68090,483
68091,564
68092,335
68093,-237
68094,-488
68095,-762
68096,-746
68097,-834
68098,-1055
68099,-1241
68100,-1407
68101,-1464
68102,-1580
68103,-1522
68104,-1567
68105,-1645
68106,-2005
68107,-2368
68108,-2575
68109,-2619
68110,-2555
68111,-2658
68112,-2566
68113,-2147
68114,-1761
68115,-1429
68116,-895
68117,-110
68118,687
68119,970
68120,810
68121,559
68122,236
68123,-77
68124,-338
68125,-578
68126,-886
68127,-1363
68128,-1546
68129,-1443
68130,-750
68131,170
68132,644
68133,813
68134,887
68135,773
68136,395
68137,-356
68138,-1112
68139,-1538
68140,-1655
68141,-2166
68142,-2839
68143,-3169
68144,-3243
68145,-2816
68146,-2813
68147,-2717
68148,-2495
68149,-2239
68150,-2131
68151,-2328
68152,-2758
68153,-3076
68154,-3400
68155,-3762
68156,-3923
68157,-3984
68158,-3650
68159,-3530
68160,-3428
68161,-3419
68162,-3573
68163,-3294
68164,-3462
68165,-3601
68166,-3378
68167,-3426
68168,-2968
68169,-2812
68170,-2852
68171,-2846
68172,-2521
68173,-1743
68174,-1142
68175,-1137
68176,-1645
68177,-1789
68178,-1521
68179,-834
68180,-554
68181,-981
68182,-1566
68183,-2177
68184,-2059
68185,-1744
68186,-1331
68187,-1220
68188,-1436
68189,-1220
68190,-661
68191,182
68192,361
68193,283
68194,-189
68195,-567
68196,-91
68197,400
68198,616
68199,88
68200,-588
68201,-744
68202,-135
68203,824
68204,1558
68205,1559
68206,1182
68207,769
68208,440
68209,285
68210,-313
68211,-1405
68212,-2521
68213,-3128
68214,-3613
68215,-3432
68216,-2264
68217,-1063
68218,-458
68219,-52
68220,221
68221,1008
68222,1650
68223,1600
68224,946
68225,-317
68226,-1419
68227,-2010
68228,-2055
68229,-2433
68230,-3155
68231,-3564
68232,-3362
68233,-2452
68234,-1512
68235,-1297
68236,-802
68237,-523
68238,268
68239,1327
68240,1733
68241,1163
68242,-301
68243,-1437
68244,-1126
68245,-95
68246,949
68247,1235
68248,1087
68249,1556
68250,2511
68251,4393
68252,5340
68253,5279
68254,4313
68255,3544
68256,3305
68257,3903
68258,4294
68259,4400
68260,4359
68261,3959
68262,3797
68263,3924
68264,4690
68265,5375
68266,5539
68267,5067
68268,5076
68269,5812
68270,6739
68271,7021
68272,6584
68273,5779
68274,5154
68275,4828
68276,4693
68277,4445
68278,4009
68279,3128
68280,2398
68281,1796
68282,1348
68283,1224
68284,867
68285,574
68286,199
68287,655
68288,1834
68289,3120
68290,3750
68291,3877
68292,3777
68293,3596
68294,3544
68295,2868
68296,1979
68297,1129
68298,516
68299,523
68300,631
68301,790
68302,813
68303,675
68304,644
68305,1129
68306,1530
68307,1437
68308,1124
68309,555
68310,582
68311,754
68312,631
68313,264
68314,-241
68315,-439
68316,-312
68317,-115
68318,-161
68319,-501
68320,-885
68321,-1277
68322,-1673
68323,-2013
68324,-2706
68325,-3579
68326,-4180
68327,-4200
68328,-3930
68329,-3319
68330,-2752
68331,-2210
68332,-1569
68333,-1270
68334,-885
68335,-622
68336,-682
68337,-1035
68338,-1619
68339,-2233
68340,-2522
68341,-2737
68342,-2639
68343,-2571
68344,-2398
68345,-2013
68346,-1794
68347,-1436
68348,-1111
68349,-1046
68350,-1090
68351,-1505
68352,-2069
68353,-2251
68354,-2579
68355,-2816
68356,-3216
68357,-3648
68358,-3634
68359,-3371
68360,-2993
68361,-2813
68362,-2943
68363,-3049
68364,-3388
68365,-3772
68366,-4281
68367,-4992
68368,-5403
68369,-5303
68370,-4935
68371,-4499
68372,-4205
68373,-4121
68374,-3844
68375,-3802
68376,-3697
68377,-3547
68378,-3069
68379,-2676
68380,-2764
68381,-2833
68382,-2800
68383,-2055
68384,-1538
68385,-1929
68386,-2428
68387,-2430
68388,-1688
68389,-631
68390,-4
68391,-58
68392,106
68393,328
68394,359
68395,308
68396,244
68397,222
68398,127
68399,-50
68400,-155
68401,326
68402,796
68403,545
68404,315
68405,10
68406,-140
68407,-100
68408,-339
68409,-383
68410,-264
68411,320
68412,761
68413,1138
68414,1338
68415,1335
68416,1766
68417,2139
68418,2386
68419,2680
68420,3029
68421,3065
68422,2579
68423,1987
68424,969
68425,-125
68426,-672
68427,-319
68428,-365
68429,-1138
68430,-1089
68431,-372
68432,745
68433,1787
68434,1816
68435,1234
68436,900
68437,1038
68438,1224
68439,315
68440,-1407
68441,-2774
68442,-2699
68443,-2397
68444,-2521
68445,-3252
68446,-3527
68447,-2956
68448,-1936
68449,-1181
68450,-657
68451,-119
68452,219
68453,236
68454,-181
68455,-422
68456,-855
68457,-1353
68458,-1839
68459,-1650
68460,-783
68461,345
68462,1216
68463,2109
68464,2544
68465,3794
68466,5139
68467,5863
68468,5923
68469,5156
68470,4790
68471,4352
68472,3879
68473,3892
68474,4324
68475,4908
68476,4926
68477,4347
68478,4700
68479,5342
68480,6229
68481,6438
68482,5880
68483,5557
68484,5782
68485,6325
68486,6571
68487,6304
68488,5520
68489,5037
68490,4654
68491,4707
68492,4593
68493,3776
68494,2638
68495,1458
68496,611
68497,389
68498,242
68499,-168
68500,-718
68501,-614
68502,839
68503,2444
68504,3116
68505,3075
68506,2732
68507,2694
68508,3167
68509,3093
68510,2148
68511,1174
68512,379
68513,491
68514,1106
68515,1429
68516,1636
68517,1311
68518,1207
68519,1629
68520,2051
68521,2810
68522,2755
68523,1938
68524,782
68525,198
68526,692
68527,1066
68528,946
68529,316
68530,-53
68531,285
68532,1131
68533,1647
68534,1350
68535,354
68536,-507
68537,-706
68538,-883
68539,-1529
68540,-2210
68541,-2994
68542,-3474
68543,-3445
68544,-2978
68545,-2170
68546,-1597
68547,-1475
68548,-1682
68549,-1574
68550,-993
68551,-943
68552,-1576
68553,-2403
68554,-3135
68555,-3040
68556,-2708
68557,-2341
68558,-2475
68559,-2815
68560,-2560
68561,-1817
68562,-770
68563,-464
68564,-927
68565,-1774
68566,-2502
68567,-2570
68568,-2155
68569,-1658
68570,-1898
68571,-2688
68572,-3238
68573,-3094
68574,-2391
68575,-2095
68576,-2528
68577,-3419
68578,-4184
68579,-4293
68580,-4410
68581,-4555
68582,-4997
68583,-5716
68584,-5906
68585,-5925
68586,-5724
68587,-5697
68588,-5782
68589,-5970
68590,-5905
68591,-5450
68592,-4939
68593,-4374
68594,-4403
68595,-4213
68596,-3676
68597,-3293
68598,-2998
68599,-2974
68600,-2767
68601,-2558
68602,-2297
68603,-2175
68604,-2208
68605,-2137
68606,-2238
68607,-2516
68608,-2247
68609,-1884
68610,-1623
68611,-1446
68612,-1672
68613,-1677
68614,-1649
68615,-1620
68616,-1220
68617,-1126
68618,-771
68619,-460
68620,-445
68621,-422
68622,-378
68623,-309
68624,-377
68625,-206
68626,-226
68627,-160
68628,131
68629,247
68630,253
68631,499
68632,650
68633,836
68634,979
68635,1116
68636,1200
68637,1392
68638,1397
68639,619
68640,-411
68641,-1266
68642,-895
68643,-647
68644,-966
68645,-569
68646,274
68647,1159
68648,2122
68649,2441
68650,2078
68651,2123
68652,1557
68653,762
68654,77
68655,-833
68656,-1770
68657,-2209
68658,-2462
68659,-2952
68660,-2788
68661,-2632
68662,-2402
68663,-1902
68664,-2013
68665,-1802
68666,-1216
68667,-389
68668,196
68669,-171
68670,-980
68671,-1969
68672,-2401
68673,-2470
68674,-1985
68675,-1486
68676,-1003
68677,-285
68678,864
68679,1834
68680,3208
68681,4397
68682,4999
68683,5408
68684,5679
68685,6408
68686,6970
68687,7196
68688,6702
68689,6866
68690,7146
68691,7229
68692,6956
68693,6459
68694,6748
68695,7022
68696,7326
68697,7375
68698,7162
68699,7346
68700,7273
68701,7571
68702,7833
68703,7765
68704,7430
68705,6240
68706,5620
68707,5054
68708,4559
68709,3796
68710,2628
68711,1623
68712,1074
68713,785
68714,380
68715,107
68716,-66
68717,700
68718,1404
68719,1740
68720,1873
68721,2028
68722,1887
68723,1584
68724,1029
68725,347
68726,331
68727,251
68728,250
68729,531
68730,1092
68731,1826
68732,2656
68733,3121
68734,3505
68735,3600
68736,3257
68737,3132
68738,3146
68739,3090
68740,2824
68741,2296
68742,1889
68743,1747
68744,2011
68745,2254
68746,2631
68747,2899
68748,3153
68749,3344
68750,3098
68751,2973
68752,2369
68753,1321
68754,132
68755,-216
68756,-376
68757,-415
68758,-609
68759,-927
68760,-828
68761,-351
68762,322
68763,463
68764,116
68765,-311
68766,-730
68767,-1027
68768,-1172
68769,-1810
68770,-2403
68771,-2948
68772,-2893
68773,-2523
68774,-2182
68775,-1969
68776,-1927
68777,-1794
68778,-1800
68779,-1909
68780,-2235
68781,-2695
68782,-3354
68783,-3821
68784,-4147
68785,-4308
68786,-4290
68787,-4074
68788,-4079
68789,-3970
68790,-3805
68791,-3787
68792,-3692
68793,-3828
68794,-4087
68795,-4664
68796,-5308
68797,-5764
68798,-5752
68799,-5524
68800,-5724
68801,-6005
68802,-6353
68803,-6254
68804,-6081
68805,-5683
68806,-5571
68807,-5678
68808,-5722
68809,-5538
68810,-4844
68811,-4893
68812,-4783
68813,-4641
68814,-4558
68815,-4330
68816,-3969
68817,-3420
68818,-3032
68819,-2964
68820,-3226
68821,-3291
68822,-3266
68823,-3120
68824,-3276
68825,-3567
68826,-3423
68827,-2793
68828,-2275
68829,-2370
68830,-2794
68831,-2845
68832,-2211
68833,-1593
68834,-1438
68835,-1700
68836,-1833
68837,-1605
68838,-924
68839,-667
68840,-676
68841,-953
68842,-1277
68843,-1057
68844,-352
68845,603
68846,1031
68847,783
68848,21
68849,-49
68850,712
68851,1008
68852,707
68853,-229
68854,-1090
68855,-1968
68856,-2840
68857,-2906
68858,-2907
68859,-3562
68860,-3841
68861,-3050
68862,-1986
68863,-492
68864,558
68865,476
68866,494
68867,523
68868,884
68869,950
68870,-13
68871,-1434
68872,-2302
68873,-2098
68874,-1866
68875,-2002
68876,-2290
68877,-1895
68878,-1061
68879,-466
68880,489
68881,1368
68882,2131
68883,2403
68884,1352
68885,811
68886,511
68887,-13
68888,-935
68889,-1850
68890,-1934
68891,-969
68892,75
68893,647
68894,1073
68895,1534
68896,2857
68897,4140
68898,4956
68899,5239
68900,5061
68901,4851
68902,4906
68903,5164
68904,5773
68905,6429
68906,6543
68907,6169
68908,6215
68909,6821
68910,7876
68911,8182
68912,7248
68913,6266
68914,6019
68915,6728
68916,7754
68917,8139
68918,7849
68919,7403
68920,6829
68921,6971
68922,7360
68923,6883
68924,5841
68925,4687
68926,3361
68927,2506
68928,1815
68929,927
68930,-123
68931,-1078
68932,-632
68933,1117
68934,2718
68935,3377
68936,2971
68937,2051
68938,1590
68939,1463
68940,1104
68941,632
68942,-215
68943,-721
68944,-437
68945,-134
68946,285
68947,609
68948,482
68949,439
68950,565
68951,1035
68952,1715
68953,2094
68954,2022
68955,1432
68956,1178
68957,1253
68958,1439
68959,1873
68960,2404
68961,2928
68962,3581
68963,4140
68964,4353
68965,4322
68966,3942
68967,3234
68968,2625
68969,1723
68970,1104
68971,1128
68972,1055
68973,1368
68974,1624
68975,1835
68976,2144
68977,2192
68978,1599
68979,660
68980,40
68981,-405
68982,-941
68983,-1933
68984,-3328
68985,-4144
68986,-4195
68987,-3863
68988,-3795
68989,-3801
68990,-3528
68991,-3042
68992,-2421
68993,-2112
68994,-1962
68995,-1954
68996,-2362
68997,-2669
68998,-2785
68999,-2699
69000,-2511
69001,-2783
69002,-2854
69003,-2680
69004,-2188
69005,-1914
69006,-2262
69007,-2755
69008,-2875
69009,-3176
69010,-3515
69011,-4082
69012,-4758
69013,-5104
69014,-5463
69015,-5485
69016,-5396
69017,-5158
69018,-5018
69019,-5466
69020,-6053
69021,-6016
69022,-5568
69023,-4832
69024,-4472
69025,-4485
69026,-4415
69027,-3556
69028,-2701
69029,-2029
69030,-1669
69031,-1804
69032,-1866
69033,-2245
69034,-2421
69035,-2548
69036,-2579
69037,-2449
69038,-2608
69039,-2747
69040,-2932
69041,-2843
69042,-2328
69043,-2343
69044,-2292
69045,-2007
69046,-1517
69047,-694
69048,-321
69049,-167
69050,21
69051,224
69052,414
69053,49
69054,-245
69055,-320
69056,-447
69057,-381
69058,-278
69059,-212
69060,-487
69061,-773
69062,-834
69063,-422
69064,279
69065,92
69066,-581
69067,-1001
69068,-933
69069,-10
69070,852
69071,902
69072,458
69073,-776
69074,-1428
69075,-958
69076,-1469
69077,-1684
69078,-1018
69079,236
69080,1459
69081,2440
69082,2125
69083,1356
69084,1009
69085,479
69086,744
69087,172
69088,-829
69089,-1573
69090,-1844
69091,-2104
69092,-2434
69093,-2623
69094,-2478
69095,-2055
69096,-1583
69097,-636
69098,493
69099,1314
69100,1345
69101,416
69102,-432
69103,-1024
69104,-1026
69105,-1326
69106,-1684
69107,-1984
69108,-2410
69109,-1831
69110,-1033
69111,401
69112,1373
69113,2325
69114,2759
69115,2770
69116,3122
69117,3442
69118,3892
69119,3472
69120,2637
69121,2043
69122,2818
69123,3961
69124,4434
69125,4178
69126,3914
69127,4738
69128,5898
69129,6644
69130,6651
69131,6080
69132,5782
69133,6184
69134,6772
69135,7235
69136,6925
69137,6115
69138,5877
69139,6349
69140,6919
69141,6994
69142,6266
69143,4945
69144,3730
69145,3228
69146,3058
69147,2608
69148,1427
69149,472
69150,880
69151,1625
69152,2323
69153,2231
69154,1353
69155,398
69156,8
69157,-158
69158,309
69159,633
69160,306
69161,424
69162,68
69163,151
69164,299
69165,303
69166,654
69167,639
69168,851
69169,1202
69170,1639
69171,1878
69172,1432
69173,1135
69174,1096
69175,1391
69176,1887
69177,1925
69178,1649
69179,1561
69180,1771
69181,2164
69182,1992
69183,1648
69184,1159
69185,597
69186,533
69187,492
69188,465
69189,541
69190,712
69191,1086
69192,1552
69193,2002
69194,2227
69195,1493
69196,258
69197,-602
69198,-995
69199,-1415
69200,-2328
69201,-3627
69202,-4632
69203,-4922
69204,-4623
69205,-4463
69206,-4407
69207,-4640
69208,-4386
69209,-3782
69210,-3246
69211,-2812
69212,-3185
69213,-3577
69214,-4312
69215,-4838
69216,-4606
69217,-4419
69218,-4741
69219,-5170
69220,-5600
69221,-5284
69222,-4357
69223,-3481
69224,-3015
69225,-2984
69226,-3046
69227,-2981
69228,-2868
69229,-3200
69230,-3965
69231,-4738
69232,-5249
69233,-5411
69234,-5324
69235,-5616
69236,-6155
69237,-6508
69238,-6268
69239,-5471
69240,-4459
69241,-3955
69242,-3620
69243,-3444
69244,-3245
69245,-2462
69246,-1845
69247,-1053
69248,-853
69249,-943
69250,-819
69251,-870
69252,-451
69253,-401
69254,-749
69255,-1054
69256,-1259
69257,-1300
69258,-1084
69259,-1143
69260,-1587
69261,-1847
69262,-1865
69263,-1361
69264,-670
69265,-492
69266,-275
69267,187
69268,576
69269,924
69270,789
69271,270
69272,180
69273,209
69274,267
69275,283
69276,619
69277,953
69278,925
69279,740
69280,712
69281,1172
69282,1455
69283,1511
69284,916
69285,431
69286,560
69287,1120
69288,1222
69289,397
69290,-1004
69291,-1301
69292,-914
69293,-1223
69294,-1078
69295,-358
69296,151
69297,852
69298,1868
69299,1898
69300,1779
69301,1239
69302,208
69303,-496
69304,-1071
69305,-1646
69306,-1726
69307,-1616
69308,-1733
69309,-1665
69310,-1202
69311,-552
69312,163
69313,383
69314,374
69315,488
69316,1109
69317,2098
69318,2587
69319,2504
69320,1606
69321,952
69322,449
69323,970
69324,1300
69325,1000
69326,989
69327,1478
69328,2532
69329,3264
69330,4098
69331,4131
69332,3741
69333,3716
69334,3952
69335,4485
69336,5128
69337,5130
69338,4925
69339,5402
69340,6344
69341,7176
69342,6931
69343,6083
69344,5535
69345,5561
69346,6104
69347,6206
69348,5778
69349,5441
69350,5296
69351,5676
69352,6229
69353,6566
69354,6276
69355,5860
69356,5651
69357,5509
69358,5813
69359,5834
69360,5002
69361,3340
69362,1925
69363,1357
69364,1209
69365,1107
69366,1213
69367,1384
69368,1675
69369,1944
69370,1832
69371,1273
69372,812
69373,336
69374,-815
69375,-1618
69376,-1890
69377,-1581
69378,-1438
69379,-1944
69380,-2478
69381,-2262
69382,-1360
69383,-558
69384,-611
69385,-1241
69386,-1041
69387,-377
69388,364
69389,487
69390,-15
69391,-289
69392,-148
69393,374
69394,1131
69395,1335
69396,1001
69397,453
69398,249
69399,587
69400,900
69401,768
69402,377
69403,42
69404,-6
69405,252
69406,591
69407,849
69408,993
69409,955
69410,827
69411,1073
69412,1025
69413,573
69414,-249
69415,-1639
69416,-2729
69417,-3031
69418,-2949
69419,-2701
69420,-2944
69421,-3411
69422,-3630
69423,-3421
69424,-2784
69425,-2207
69426,-2066
69427,-2595
69428,-3166
69429,-3549
69430,-3747
69431,-3810
69432,-4057
69433,-4514
69434,-4893
69435,-5292
69436,-5431
69437,-5226
69438,-5036
69439,-4944
69440,-4874
69441,-4556
69442,-3865
69443,-3417
69444,-3226
69445,-3371
69446,-3963
69447,-3936
69448,-3939
69449,-4212
69450,-4458
69451,-4882
69452,-4838
69453,-4714
69454,-4565
69455,-4614
69456,-4474
69457,-3892
69458,-3407
69459,-2594
69460,-2340
69461,-2228
69462,-1990
69463,-1979
69464,-1744
69465,-1461
69466,-985
69467,-732
69468,-374
69469,-406
69470,-744
69471,-804
69472,-994
69473,-1230
69474,-1578
69475,-1655
69476,-1641
69477,-1284
69478,-994
69479,-687
69480,-142
69481,-77
69482,-61
69483,-83
69484,22
69485,560
69486,1093
69487,1631
69488,1429
69489,955
69490,598
69491,259
69492,445
69493,438
69494,266
69495,331
69496,519
69497,1071
69498,1343
69499,872
69500,102
69501,-759
69502,-1111
69503,-754
69504,-553
69505,-1070
69506,-1765
69507,-2770
69508,-3488
69509,-3174
69510,-3547
69511,-4315
69512,-3932
69513,-3125
69514,-2105
69515,-572
69516,79
69517,-426
69518,-1092
69519,-1802
69520,-2130
69521,-2369
69522,-2778
69523,-3624
69524,-3927
69525,-3709
69526,-3531
69527,-3091
69528,-3033
69529,-2993
69530,-2636
69531,-1926
69532,-672
69533,416
69534,1497
69535,2146
69536,2012
69537,1557
69538,1225
69539,1456
69540,1180
69541,1074
69542,497
69543,208
69544,780
69545,1771
69546,2649
69547,2841
69548,3183
69549,3134
69550,3545
69551,4056
69552,4511
69553,4604
69554,4294
69555,4000
69556,4338
69557,5458
69558,6300
69559,6463
69560,5783
69561,5207
69562,5466
69563,6327
69564,6891
69565,7066
69566,7109
69567,7315
69568,7920
69569,8425
69570,8329
69571,7854
69572,7146
69573,6880
69574,6832
69575,6699
69576,6500
69577,5943
69578,5185
69579,4518
69580,4219
69581,4135
69582,3775
69583,3052
69584,2736
69585,2682
69586,2983
69587,3064
69588,2582
69589,1888
69590,1647
69591,1621
69592,1061
69593,362
69594,-636
69595,-950
69596,-837
69597,-689
69598,-431
69599,-333
69600,-67
69601,-202
69602,-649
69603,-715
69604,-394
69605,391
69606,752
69607,712
69608,970
69609,1300
69610,1911
69611,2143
69612,1897
69613,1747
69614,1653
69615,1828
69616,1742
69617,1443
69618,1151
69619,605
69620,295
69621,313
69622,744
69623,1441
69624,1824
69625,1453
69626,1274
69627,1566
69628,2116
69629,2137
69630,1029
69631,-66
69632,-875
69633,-1496
69634,-2256
69635,-3018
69636,-3537
69637,-3752
69638,-3708
69639,-3465
69640,-2980
69641,-2584
69642,-2346
69643,-2568
69644,-3072
69645,-3313
69646,-3535
69647,-3883
69648,-4368
69649,-5154
69650,-5449
69651,-5494
69652,-5482
69653,-5232
69654,-4828
69655,-4080
69656,-3459
69657,-2745
69658,-2281
69659,-2078
69660,-1953
69661,-2127
69662,-2376
69663,-2930
69664,-3647
69665,-4276
69666,-4620
69667,-4415
69668,-4089
69669,-3984
69670,-4085
69671,-4211
69672,-3955
69673,-3771
69674,-3537
69675,-3310
69676,-3220
69677,-2991
69678,-3029
69679,-2694
69680,-2317
69681,-1972
69682,-1510
69683,-1442
69684,-1331
69685,-1033
69686,-856
69687,-673
69688,-889
69689,-1189
69690,-1663
69691,-2290
69692,-2428
69693,-2233
69694,-1507
69695,-744
69696,-156
69697,229
69698,540
69699,656
69700,579
69701,296
69702,55
69703,-91
69704,-113
69705,-325
69706,-1050
69707,-1581
69708,-1678
69709,-1767
69710,-1395
69711,-1005
69712,-823
69713,-700
69714,-963
69715,-904
69716,-438
69717,-448
69718,-766
69719,-1042
69720,-997
69721,-643
69722,-506
69723,-438
69724,-548
69725,-518
69726,-1700
69727,-3203
69728,-3730
69729,-3754
69730,-3755
69731,-3418
69732,-2967
69733,-2366
69734,-1223
69735,-1021
69736,-1046
69737,-473
69738,-522
69739,-666
69740,-1076
69741,-2205
69742,-3073
69743,-3706
69744,-4188
69745,-4910
69746,-5666
69747,-5911
69748,-4772
69749,-3114
69750,-1637
69751,-589
69752,350
69753,1160
69754,2143
69755,2558
69756,2397
69757,2115
69758,679
69759,-439
69760,-1175
69761,-1470
69762,-1188
69763,-558
69764,558
69765,1685
69766,2561
69767,3410
69768,3948
69769,4296
69770,4308
69771,3888
69772,3747
69773,3654
69774,3386
69775,3494
69776,3724
69777,3990
69778,4080
69779,4053
69780,4338
69781,4886
69782,5488
69783,6271
69784,6967
69785,7413
69786,7556
69787,7571
69788,7865
69789,8072
69790,8185
69791,8060
69792,8255
69793,8464
69794,8475
69795,8410
69796,8141
69797,7273
69798,6008
69799,4690
69800,3659
69801,3378
69802,3016
69803,2914
69804,3500
69805,3958
69806,4049
69807,3824
69808,3502
69809,3368
69810,2829
69811,1603
69812,561
69813,-240
69814,-821
69815,-1415
69816,-2110
69817,-2727
69818,-3188
69819,-2827
69820,-2149
69821,-1478
69822,-949
69823,-493
69824,224
69825,930
69826,1371
69827,1469
69828,1481
69829,1507
69830,1245
69831,1337
69832,1306
69833,1392
69834,1449
69835,1243
69836,1204
69837,1295
69838,1422
69839,1367
69840,1160
69841,884
69842,769
69843,1048
69844,1288
69845,1103
69846,867
69847,849
69848,1080
69849,1009
69850,516
69851,-512
69852,-1517
69853,-2153
69854,-2675
69855,-3388
69856,-4034
69857,-4319
69858,-4121
69859,-3904
69860,-3756
69861,-3781
69862,-4066
69863,-4155
69864,-4200
69865,-4173
69866,-4271
69867,-4416
69868,-4985
69869,-5440
69870,-5834
69871,-5836
69872,-5571
69873,-5339
69874,-4746
69875,-4214
69876,-3657
69877,-3272
69878,-3098
69879,-2819
69880,-2815
69881,-3022
69882,-3119
69883,-3170
69884,-2910
69885,-2885
69886,-3409
69887,-3783
69888,-3688
69889,-3158
69890,-2442
69891,-1846
69892,-1630
69893,-1554
69894,-1359
69895,-1381
69896,-828
69897,-471
69898,-327
69899,-509
69900,-1007
69901,-873
69902,-408
69903,5
69904,-208
69905,-685
69906,-1229
69907,-1461
69908,-992
69909,-613
69910,-626
69911,-673
69912,-646
69913,-234
69914,338
69915,580
69916,480
69917,560
69918,726
69919,1050
69920,1773
69921,2097
69922,2002
69923,1497
69924,994
69925,805
69926,735
69927,746
69928,430
69929,283
69930,39
69931,-124
69932,24
69933,-61
69934,-18
69935,-340
69936,-350
69937,-289
69938,-196
69939,121
69940,311
69941,361
69942,0
69943,-360
69944,-910
69945,-1729
69946,-3145
69947,-4336
69948,-4695
69949,-5496
69950,-6411
69951,-5667
69952,-4333
69953,-2690
69954,-1258
69955,-1701
69956,-1972
69957,-1923
69958,-2213
69959,-2432
69960,-3143
69961,-4694
69962,-5771
69963,-5912
69964,-5960
69965,-5512
69966,-5308
69967,-4768
69968,-3503
69969,-2029
69970,-855
69971,285
69972,1037
69973,1556
69974,1570
69975,1014
69976,408
69977,-578
69978,-1316
69979,-1877
69980,-1458
69981,-817
69982,-317
69983,524
69984,1501
69985,2272
69986,3129
69987,3634
69988,3473
69989,3054
69990,2636
69991,2157
69992,2154
69993,2039
69994,1715
69995,2243
69996,2806
69997,3544
69998,3662
69999,3948
70000,4697
70001,5845
70002,6758
70003,6926
70004,6773
70005,6678
70006,7100
70007,7705
70008,7663
70009,7411
70010,7427
70011,7551
70012,8215
70013,8066
70014,7259
70015,6175
70016,4945
70017,3801
70018,3295
70019,2883
70020,2486
70021,1943
70022,1520
70023,2307
70024,3284
70025,4366
70026,4603
70027,3769
70028,2746
70029,2278
70030,1850
70031,1129
70032,89
70033,-1108
70034,-1469
70035,-1504
70036,-1342
70037,-1166
70038,-1279
70039,-912
70040,-435
70041,50
70042,589
70043,900
70044,1537
70045,1868
70046,2024
70047,1875
70048,1808
70049,2019
70050,2322
70051,2379
70052,2314
70053,2379
70054,2572
70055,2653
70056,2076
70057,1715
70058,1582
70059,1800
70060,2115
70061,1953
70062,1759
70063,1805
70064,2114
70065,2779
70066,3045
70067,2870
70068,2258
70069,1096
70070,8
70071,-1180
70072,-1993
70073,-2532
70074,-3423
70075,-4061
70076,-4363
70077,-4058
70078,-3623
70079,-3534
70080,-3686
70081,-4074
70082,-4111
70083,-3886
70084,-3728
70085,-3933
70086,-4626
70087,-5327
70088,-5749
70089,-5950
70090,-6065
70091,-6314
70092,-6381
70093,-5938
70094,-5001
70095,-4452
70096,-4013
70097,-3602
70098,-3482
70099,-3197
70100,-3204
70101,-3173
70102,-3393
70103,-3591
70104,-3488
70105,-3403
70106,-3305
70107,-3137
70108,-3130
70109,-3156
70110,-3251
70111,-3573
70112,-3690
70113,-3333
70114,-2912
70115,-2397
70116,-1877
70117,-1486
70118,-1195
70119,-1005
70120,-1028
70121,-830
70122,-601
70123,-343
70124,-117
70125,-467
70126,-450
70127,-502
70128,-445
70129,-403
70130,-464
70131,-796
70132,-658
70133,-431
70134,-83
70135,305
70136,281
70137,896
70138,842
70139,1060
70140,1404
70141,1323
70142,1192
70143,769
70144,265
70145,184
70146,609
70147,526
70148,174
70149,-16
70150,-174
70151,170
70152,673
70153,667
70154,559
70155,331
70156,73
70157,326
70158,822
70159,1070
70160,935
70161,607
70162,128
70163,-386
70164,-1312
70165,-3023
70166,-4136
70167,-4603
70168,-4973
70169,-4638
70170,-3296
70171,-2210
70172,-1275
70173,-340
70174,-448
70175,-180
70176,266
70177,-350
70178,-893
70179,-1523
70180,-2851
70181,-3617
70182,-3919
70183,-4333
70184,-4452
70185,-4557
70186,-4302
70187,-3360
70188,-2065
70189,-833
70190,105
70191,816
70192,1372
70193,1823
70194,1951
70195,1528
70196,587
70197,-721
70198,-1497
70199,-1122
70200,-535
